
映像名称                       PID 会话名              会话#       内存使用 
========================= ======== ================ =========== ============
System Idle Process              0 Services                   0         24 K
System                           4 Services                   0      4,548 K
smss.exe                       312 Services                   0        848 K
csrss.exe                      416 Services                   0      5,276 K
wininit.exe                    476 Services                   0      4,356 K
csrss.exe                      500 Console                    1     73,492 K
winlogon.exe                   568 Console                    1      6,712 K
services.exe                   588 Services                   0      8,072 K
lsass.exe                      604 Services                   0     15,400 K
lsm.exe                        616 Services                   0      4,092 K
svchost.exe                    716 Services                   0      8,048 K
svchost.exe                    796 Services                   0      8,192 K
svchost.exe                    884 Services                   0     17,924 K
svchost.exe                    928 Services                   0    131,444 K
svchost.exe                    960 Services                   0     17,412 K
svchost.exe                    988 Services                   0     30,096 K
audiodg.exe                    368 Services                   0     16,136 K
ZhuDongFangYu.exe             1072 Services                   0     12,932 K
svchost.exe                   1204 Services                   0     14,084 K
spoolsv.exe                   1384 Services                   0      8,040 K
svchost.exe                   1436 Services                   0     13,296 K
svchost.exe                   1464 Services                   0     15,240 K
91MobileDeviceService.exe     1584 Services                   0     11,160 K
armsvc.exe                    1616 Services                   0      3,516 K
AlipaySecSvc.exe              1648 Services                   0     16,360 K
AppleMobileDeviceService.     1744 Services                   0      8,616 K
AddrUpdate.exe                1804 Services                   0     10,020 K
mDNSResponder.exe             1844 Services                   0      5,060 K
SkypeC2CAutoUpdateSvc.exe     1888 Services                   0      5,604 K
SkypeC2CPNRSvc.exe            1928 Services                   0      3,400 K
HiSuiteOuc64.exe              2024 Services                   0      3,880 K
HuaweiHiSuiteService64.ex     1116 Services                   0      4,092 K
HZ_CommSrv.exe                1300 Services                   0      4,184 K
HZ_CommSrv64.exe              1128 Services                   0      2,908 K
OmniAddrService.exe           2020 Services                   0      8,588 K
p4s.exe                       2088 Services                   0      3,284 K
svchost.exe                   2152 Services                   0      7,540 K
TBUpdate.exe                  2224 Services                   0      7,676 K
VisualSVNServer.exe           2264 Services                   0      4,720 K
vmnat.exe                     2300 Services                   0      4,324 K
WDKeyMonitorCCB.exe           2328 Services                   0      4,020 K
svchost.exe                   2356 Services                   0     13,240 K
vmware-authd.exe              2388 Services                   0      7,196 K
vmnetdhcp.exe                 2464 Services                   0      3,524 K
vmware-usbarbitrator64.ex     2484 Services                   0      6,160 K
VisualSVNServer.exe           2764 Services                   0      4,884 K
vmware-hostd.exe              3264 Services                   0     15,080 K
svchost.exe                   3452 Services                   0      4,504 K
WmiPrvSE.exe                  3656 Services                   0     11,572 K
taskhost.exe                  3728 Console                    1     19,360 K
dwm.exe                       3888 Console                    1     57,008 K
explorer.exe                  3256 Console                    1     77,992 K
igfxtray.exe                  4228 Console                    1      7,032 K
hkcmd.exe                     4248 Console                    1     12,340 K
igfxpers.exe                  4316 Console                    1      7,120 K
CCBCertificate.exe            4356 Console                    1      9,800 K
WDCertM_CCB.exe               4368 Console                    1     13,452 K
Thunder.exe                   4472 Console                    1     24,132 K
360sd.exe                     4568 Console                    1      2,076 K
SGImeGuard.exe                4608 Console                    1     21,752 K
KKV.exe                       4768 Console                    1      8,244 K
360tray.exe                   4864 Console                    1     21,924 K
360speedld.exe                4924 Console                    1     41,512 K
WPService.exe                 5052 Console                    1      9,388 K
jusched.exe                   5104 Console                    1      4,944 K
vmware-tray.exe               4520 Console                    1      5,848 K
USBKeyTools.exe               3880 Console                    1     10,620 K
TaobaoProtect.exe             1100 Console                    1      4,644 K
Alipaybsm.exe                 4436 Console                    1     19,472 K
SearchIndexer.exe             5408 Services                   0     49,692 K
XLUEOPS.exe                   5544 Console                    1     18,288 K
360rp.exe                     5612 Console                    1     71,764 K
ThunderPlatform.exe           5768 Console                    1     25,324 K
wmpnetwk.exe                  5784 Services                   0      4,848 K
QQProtect.exe                 4652 Console                    1     20,576 K
SoftMgrLite.exe               3296 Console                    1     15,492 K
firefox.exe                   3764 Console                    1    284,812 K
svchost.exe                   6328 Services                   0     24,124 K
QQ.exe                        6704 Console                    1    104,116 K
TXPlatform.exe                6912 Console                    1      2,136 K
plugin-container.exe          6624 Console                    1     20,044 K
FlashPlayerPlugin_13_0_0_     5284 Console                    1     12,512 K
FlashPlayerPlugin_13_0_0_     6788 Console                    1     44,136 K
QQExternal.exe                4540 Console                    1     11,676 K
eclipse.exe                   7112 Console                    1    513,224 K
SearchProtocolHost.exe        6512 Services                   0      6,676 K
WUDFHost.exe                  5184 Services                   0      6,572 K
91 PC Suite.exe               6152 Console                    1      7,392 K
