
映像名称                       PID 会话名              会话#       内存使用 
========================= ======== ================ =========== ============
System Idle Process              0 Services                   0         24 K
System                           4 Services                   0      4,536 K
smss.exe                       312 Services                   0        896 K
csrss.exe                      416 Services                   0      5,044 K
wininit.exe                    476 Services                   0      4,320 K
csrss.exe                      500 Console                    1     94,112 K
winlogon.exe                   568 Console                    1      6,152 K
services.exe                   588 Services                   0      8,840 K
lsass.exe                      604 Services                   0     12,640 K
lsm.exe                        616 Services                   0      4,100 K
svchost.exe                    708 Services                   0      8,440 K
svchost.exe                    788 Services                   0      8,084 K
svchost.exe                    884 Services                   0     15,680 K
svchost.exe                    924 Services                   0    155,772 K
svchost.exe                    964 Services                   0     18,252 K
svchost.exe                    988 Services                   0     25,104 K
ZhuDongFangYu.exe             1084 Services                   0     11,180 K
svchost.exe                   1220 Services                   0     13,604 K
spoolsv.exe                   1380 Services                   0      8,044 K
svchost.exe                   1456 Services                   0     12,808 K
svchost.exe                   1484 Services                   0     16,372 K
91MobileDeviceService.exe     1604 Services                   0     10,524 K
armsvc.exe                    1652 Services                   0      3,332 K
AlipaySecSvc.exe              1692 Services                   0     14,096 K
AppleMobileDeviceService.     1752 Services                   0      6,876 K
AddrUpdate.exe                1820 Services                   0      8,988 K
mDNSResponder.exe             1852 Services                   0      5,300 K
SkypeC2CAutoUpdateSvc.exe     1876 Services                   0      5,304 K
SkypeC2CPNRSvc.exe            1916 Services                   0      3,332 K
HiSuiteOuc64.exe              2012 Services                   0      4,048 K
HuaweiHiSuiteService64.ex     1132 Services                   0      4,064 K
HZ_CommSrv.exe                1480 Services                   0      3,776 K
HZ_CommSrv64.exe              1148 Services                   0      2,876 K
OmniAddrService.exe           1936 Services                   0      7,520 K
p4s.exe                       2072 Services                   0      3,384 K
svchost.exe                   2164 Services                   0      6,644 K
TBUpdate.exe                  2188 Services                   0      8,256 K
VisualSVNServer.exe           2228 Services                   0      4,940 K
vmnat.exe                     2280 Services                   0      4,336 K
WDKeyMonitorCCB.exe           2308 Services                   0      3,820 K
svchost.exe                   2336 Services                   0     14,828 K
vmware-authd.exe              2364 Services                   0      8,532 K
vmnetdhcp.exe                 2440 Services                   0      5,156 K
vmware-usbarbitrator64.ex     2464 Services                   0      5,720 K
VisualSVNServer.exe           2744 Services                   0      5,316 K
vmware-hostd.exe              3272 Services                   0     19,724 K
svchost.exe                   3396 Services                   0      4,612 K
taskhost.exe                  3572 Console                    1     22,028 K
dwm.exe                       3636 Console                    1     65,508 K
explorer.exe                  3660 Console                    1     63,352 K
TaobaoProtect.exe             4016 Console                    1      6,512 K
WmiPrvSE.exe                  4092 Services                   0     12,260 K
Alipaybsm.exe                 2588 Console                    1     14,916 K
igfxtray.exe                  4572 Console                    1      5,184 K
hkcmd.exe                     4632 Console                    1      8,832 K
igfxpers.exe                  4728 Console                    1      5,176 K
CCBCertificate.exe            4744 Console                    1      7,112 K
WDCertM_CCB.exe               4764 Console                    1      8,324 K
Thunder.exe                   4788 Console                    1     25,360 K
SGImeGuard.exe                4800 Console                    1     18,024 K
360tray.exe                   4892 Console                    1     19,568 K
WPService.exe                 5028 Console                    1      8,184 K
jusched.exe                   5056 Console                    1      4,084 K
vmware-tray.exe               5064 Console                    1      4,544 K
USBKeyTools.exe               5080 Console                    1      7,244 K
360sd.exe                     3532 Console                    1      1,808 K
SearchIndexer.exe             4120 Services                   0     37,876 K
360rp.exe                     5472 Console                    1     75,064 K
ThunderPlatform.exe           5704 Console                    1     16,912 K
XLUEOPS.exe                   6008 Console                    1     12,964 K
wmpnetwk.exe                  6096 Services                   0     12,164 K
KKV.exe                       5568 Console                    1      6,852 K
SoftMgrLite.exe                980 Console                    1     26,724 K
svchost.exe                   6932 Services                   0     21,288 K
SearchProtocolHost.exe        5252 Services                   0      6,176 K
eclipse.exe                   6608 Console                    1    742,192 K
91 PC Suite.exe               3404 Console                    1     11,152 K
firefox.exe                   6964 Console                    1    147,712 K
QQProtect.exe                 7308 Console                    1     16,208 K
QQ.exe                        1016 Console                    1     90,372 K
TXPlatform.exe                7948 Console                    1      1,632 K
QQExternal.exe                2020 Console                    1        856 K
notepad.exe                   1240 Console                    1      5,988 K
calc.exe                      9660 Console                    1      8,972 K
chromedriver.exe              9944 Console                    1      9,520 K
conhost.exe                    956 Console                    1      3,032 K
notepad.exe                   9336 Console                    1      6,272 K
chromedriver.exe              8444 Console                    1      9,576 K
conhost.exe                   9368 Console                    1      3,060 K
chromedriver.exe              4684 Console                    1      9,488 K
